date,service,requests_m,error_rate_pct,p95_ms,cpu_pct
2024-04-02,payments-api,24.83,0.09,169,37
2024-04-02,auth-svc,12.09,0.1,141,34
2024-04-02,search-indexer,3.61,0.12,94,53
2024-04-02,billing-worker,11.88,0.39,175,57
2024-04-02,notification-svc,8.39,0.19,112,43
2024-04-02,partner-gateway,1.57,0.16,203,37
2024-04-02,rate-limiter,22.83,0.25,193,53
2024-04-02,edge-proxy,10.78,0.08,156,50
2024-04-02,reporting-api,17.84,0.11,99,26
2024-04-02,feature-flags,1.9,0.12,122,58
2024-04-02,cron-runner,12.13,0.13,233,42
2024-04-02,webhook-dispatch,8.61,0.2,209,32
2024-04-03,payments-api,28.42,0.19,167,40
2024-04-03,auth-svc,14.44,0.17,132,22
2024-04-03,search-indexer,4.81,0.18,104,19
2024-04-03,billing-worker,14.85,0.2,147,41
2024-04-03,notification-svc,10.29,0.2,117,54
2024-04-03,partner-gateway,1.91,0.15,232,66
2024-04-03,rate-limiter,24.75,0.23,195,51
2024-04-03,edge-proxy,13.66,0.35,151,25
2024-04-03,reporting-api,24.13,0.18,94,25
2024-04-03,feature-flags,2.24,0.27,121,43
2024-04-03,cron-runner,15.38,0.14,236,48
2024-04-03,webhook-dispatch,9.51,0.18,235,36
2024-04-04,payments-api,27.9,0.21,168,36
2024-04-04,auth-svc,15.63,0.14,130,28
2024-04-04,search-indexer,4.54,0.01,97,45
2024-04-04,billing-worker,15.15,0.2,165,12
2024-04-04,notification-svc,10.18,0.17,104,36
2024-04-04,partner-gateway,2.18,0.22,236,36
2024-04-04,rate-limiter,26.22,0.1,210,35
2024-04-04,edge-proxy,14.86,0.31,156,44
2024-04-04,reporting-api,21.56,0.25,86,28
2024-04-04,feature-flags,2.47,0.15,140,43
2024-04-04,cron-runner,16.16,0.12,203,37
2024-04-04,webhook-dispatch,11.42,0.24,215,39
2024-04-05,payments-api,26.79,0.16,167,43
2024-04-05,auth-svc,12.44,0.09,124,30
2024-04-05,search-indexer,4.43,0.23,89,50
2024-04-05,billing-worker,13.18,0.22,148,34
2024-04-05,notification-svc,10.03,0.29,127,42
2024-04-05,partner-gateway,1.93,0.14,221,52
2024-04-05,rate-limiter,25.46,0.1,209,47
2024-04-05,edge-proxy,11.66,0.24,155,51
2024-04-05,reporting-api,22.08,0.28,79,34
2024-04-05,feature-flags,2.34,0.18,140,28
2024-04-05,cron-runner,13.42,0.26,209,43
2024-04-05,webhook-dispatch,8.84,0.16,222,34
2024-04-06,payments-api,21.81,0.06,156,26
2024-04-06,auth-svc,11.17,0.06,114,16
2024-04-06,search-indexer,3.45,0.09,85,50
2024-04-06,billing-worker,11.7,0.3,171,46
2024-04-06,notification-svc,6.98,0.19,126,56
2024-04-06,partner-gateway,1.51,0.25,194,44
2024-04-06,rate-limiter,19.6,0.17,213,50
2024-04-06,edge-proxy,9.29,0.25,167,32
2024-04-06,reporting-api,15.91,0.27,93,44
2024-04-06,feature-flags,1.63,0.17,140,30
2024-04-06,cron-runner,11.52,0.33,221,38
2024-04-06,webhook-dispatch,7.22,0.07,242,26
2024-04-07,payments-api,17.85,0.12,153,43
2024-04-07,auth-svc,8.66,0.18,131,54
2024-04-07,search-indexer,2.89,0.08,92,41
2024-04-07,billing-worker,9.58,0.16,178,46
2024-04-07,notification-svc,6.73,0.06,127,41
2024-04-07,partner-gateway,1.38,0.19,220,25
2024-04-07,rate-limiter,17.14,0.19,240,26
2024-04-07,edge-proxy,8.92,0.27,183,54
2024-04-07,reporting-api,14.48,0.19,92,57
2024-04-07,feature-flags,1.56,0.26,132,54
2024-04-07,cron-runner,9.46,0.16,227,41
2024-04-07,webhook-dispatch,6.93,0.32,240,35
2024-04-08,payments-api,18.18,0.3,149,43
2024-04-08,auth-svc,8.65,0.12,137,37
2024-04-08,search-indexer,3.04,0.14,84,30
2024-04-08,billing-worker,10.86,0.17,145,54
2024-04-08,notification-svc,6.78,0.26,113,65
2024-04-08,partner-gateway,1.35,0.31,197,50
2024-04-08,rate-limiter,18.15,0.18,190,31
2024-04-08,edge-proxy,8.94,0.11,175,60
2024-04-08,reporting-api,16.01,0.25,85,32
2024-04-08,feature-flags,1.7,0.15,114,42
2024-04-08,cron-runner,9.67,0.16,203,32
2024-04-08,webhook-dispatch,6.81,0.21,214,48
2024-04-09,payments-api,25.08,0.09,141,52
2024-04-09,auth-svc,12.48,0.02,137,27
2024-04-09,search-indexer,3.99,0.31,97,46
2024-04-09,billing-worker,13.22,0.04,164,17
2024-04-09,notification-svc,8.08,0.38,122,22
2024-04-09,partner-gateway,1.82,0.23,222,39
2024-04-09,rate-limiter,22.16,0.22,215,44
2024-04-09,edge-proxy,11.49,0.19,181,36
2024-04-09,reporting-api,18.32,0.09,97,26
2024-04-09,feature-flags,1.97,0.04,122,41
2024-04-09,cron-runner,11.99,0.21,217,32
2024-04-09,webhook-dispatch,9.1,0.25,199,49
2024-04-10,payments-api,28.75,0.1,148,55
2024-04-10,auth-svc,14.84,0.08,115,41
2024-04-10,search-indexer,4.43,0.32,98,53
2024-04-10,billing-worker,13.8,0.3,152,44
2024-04-10,notification-svc,10.73,0.12,107,31
2024-04-10,partner-gateway,2.06,0.22,197,26
2024-04-10,rate-limiter,25.02,0.24,195,43
2024-04-10,edge-proxy,12.59,0.12,164,21
2024-04-10,reporting-api,24.14,0.24,99,9
2024-04-10,feature-flags,2.47,0.2,126,44
2024-04-10,cron-runner,15.96,0.12,216,42
2024-04-10,webhook-dispatch,9.82,0.33,228,38
2024-04-11,payments-api,28.52,0.12,152,40
2024-04-11,auth-svc,14.62,0.24,113,54
2024-04-11,search-indexer,5.0,0.18,96,37
2024-04-11,billing-worker,14.72,0.31,154,33
2024-04-11,notification-svc,10.08,0.16,112,53
2024-04-11,partner-gateway,2.2,0.08,193,52
2024-04-11,rate-limiter,29.49,0.08,213,34
2024-04-11,edge-proxy,13.06,0.17,172,53
2024-04-11,reporting-api,23.14,0.18,82,49
2024-04-11,feature-flags,2.41,0.14,130,61
2024-04-11,cron-runner,15.02,0.14,224,51
2024-04-11,webhook-dispatch,10.89,0.06,237,43
2024-04-12,payments-api,28.02,0.03,156,49
2024-04-12,auth-svc,13.17,0.1,140,37
2024-04-12,search-indexer,4.14,0.04,94,51
2024-04-12,billing-worker,13.42,0.01,170,29
2024-04-12,notification-svc,8.75,0.19,120,53
2024-04-12,partner-gateway,1.87,0.12,212,27
2024-04-12,rate-limiter,24.96,0.4,236,28
2024-04-12,edge-proxy,11.57,0.18,159,41
2024-04-12,reporting-api,22.53,0.22,97,31
2024-04-12,feature-flags,2.27,0.26,122,43
2024-04-12,cron-runner,15.04,0.04,245,48
2024-04-12,webhook-dispatch,9.83,0.23,220,48
2024-04-13,payments-api,22.78,0.25,140,26
2024-04-13,auth-svc,10.82,0.2,117,28
2024-04-13,search-indexer,3.57,0.16,91,54
2024-04-13,billing-worker,11.74,0.08,163,44
2024-04-13,notification-svc,7.37,0.23,128,23
2024-04-13,partner-gateway,1.49,0.26,227,31
2024-04-13,rate-limiter,19.57,0.14,200,24
2024-04-13,edge-proxy,10.49,0.16,149,37
2024-04-13,reporting-api,15.71,0.25,82,35
2024-04-13,feature-flags,1.86,0.2,135,20
2024-04-13,cron-runner,10.47,0.22,206,36
2024-04-13,webhook-dispatch,8.18,0.31,250,32
2024-04-14,payments-api,17.74,0.12,164,34
2024-04-14,auth-svc,8.38,0.13,133,56
2024-04-14,search-indexer,3.01,0.09,99,35
2024-04-14,billing-worker,9.14,0.18,157,40
2024-04-14,notification-svc,6.63,0.17,106,41
2024-04-14,partner-gateway,1.25,0.2,197,43
2024-04-14,rate-limiter,15.91,0.21,239,43
2024-04-14,edge-proxy,8.26,0.05,159,44
2024-04-14,reporting-api,13.76,0.21,86,49
2024-04-14,feature-flags,1.53,0.28,132,45
2024-04-14,cron-runner,9.25,0.16,231,36
2024-04-14,webhook-dispatch,6.38,0.13,208,45
2024-04-15,payments-api,19.66,0.12,151,32
2024-04-15,auth-svc,9.18,0.31,114,44
2024-04-15,search-indexer,2.95,0.17,92,27
2024-04-15,billing-worker,9.5,0.35,172,24
2024-04-15,notification-svc,6.5,0.16,125,27
2024-04-15,partner-gateway,1.36,0.17,197,37
2024-04-15,rate-limiter,16.98,0.24,205,47
2024-04-15,edge-proxy,9.21,0.2,162,33
2024-04-15,reporting-api,15.2,0.11,94,48
2024-04-15,feature-flags,1.69,0.11,140,53
2024-04-15,cron-runner,10.04,0.1,211,33
2024-04-15,webhook-dispatch,6.69,0.13,203,48
2024-04-16,payments-api,23.91,0.31,146,22
2024-04-16,auth-svc,11.71,0.21,138,46
2024-04-16,search-indexer,4.13,0.01,100,43
2024-04-16,billing-worker,12.57,0.3,173,35
2024-04-16,notification-svc,8.82,0.15,110,38
2024-04-16,partner-gateway,1.69,0.15,207,55
2024-04-16,rate-limiter,21.49,0.19,240,42
2024-04-16,edge-proxy,11.64,0.26,165,17
2024-04-16,reporting-api,19.79,0.21,93,39
2024-04-16,feature-flags,1.9,0.17,124,37
2024-04-16,cron-runner,13.53,0.18,212,34
2024-04-16,webhook-dispatch,9.09,0.14,199,53
2024-04-17,payments-api,28.28,0.01,140,45
2024-04-17,auth-svc,13.09,0.19,135,35
2024-04-17,search-indexer,4.98,0.22,84,41
2024-04-17,billing-worker,14.75,0.2,156,31
2024-04-17,notification-svc,10.31,0.03,112,30
2024-04-17,partner-gateway,2.21,0.26,223,47
2024-04-17,rate-limiter,25.42,0.27,193,44
2024-04-17,edge-proxy,14.12,0.28,173,39
2024-04-17,reporting-api,21.19,0.35,88,34
2024-04-17,feature-flags,2.3,0.19,139,53
2024-04-17,cron-runner,16.21,0.24,196,45
2024-04-17,webhook-dispatch,10.27,0.26,205,39
2024-04-18,payments-api,30.62,0.1,159,40
2024-04-18,auth-svc,15.71,0.28,118,48
2024-04-18,search-indexer,4.5,0.15,89,32
2024-04-18,billing-worker,15.38,0.21,176,49
2024-04-18,notification-svc,10.12,0.14,111,35
2024-04-18,partner-gateway,2.25,0.28,230,39
2024-04-18,rate-limiter,28.51,0.11,220,42
2024-04-18,edge-proxy,13.4,0.22,152,31
2024-04-18,reporting-api,23.78,0.23,86,39
2024-04-18,feature-flags,2.3,0.07,136,38
2024-04-18,cron-runner,15.21,0.38,216,60
2024-04-18,webhook-dispatch,10.7,0.17,202,39
2024-04-19,payments-api,28.59,0.14,161,47
2024-04-19,auth-svc,12.66,0.18,132,38
2024-04-19,search-indexer,4.26,0.13,93,37
2024-04-19,billing-worker,14.28,0.17,159,24
2024-04-19,notification-svc,8.82,0.2,105,24
2024-04-19,partner-gateway,1.83,0.12,232,18
2024-04-19,rate-limiter,25.0,0.07,193,32
2024-04-19,edge-proxy,11.61,0.13,159,28
2024-04-19,reporting-api,19.7,0.33,78,33
2024-04-19,feature-flags,2.04,0.17,125,45
2024-04-19,cron-runner,13.64,0.38,212,19
2024-04-19,webhook-dispatch,10.32,0.12,249,16
2024-04-20,payments-api,22.47,0.29,141,36
2024-04-20,auth-svc,10.97,0.21,137,52
2024-04-20,search-indexer,3.55,0.04,94,35
2024-04-20,billing-worker,11.8,0.26,174,48
2024-04-20,notification-svc,7.32,0.15,126,34
2024-04-20,partner-gateway,1.57,0.21,221,31
2024-04-20,rate-limiter,21.06,0.26,234,39
2024-04-20,edge-proxy,9.73,0.12,178,45
2024-04-20,reporting-api,15.67,0.01,97,46
2024-04-20,feature-flags,1.69,0.21,116,38
2024-04-20,cron-runner,10.87,0.17,230,41
2024-04-20,webhook-dispatch,7.5,0.37,231,49
2024-04-21,payments-api,19.16,0.22,149,35
2024-04-21,auth-svc,8.89,0.06,116,35
2024-04-21,search-indexer,2.75,0.11,88,39
2024-04-21,billing-worker,8.86,0.01,178,35
2024-04-21,notification-svc,6.38,0.07,120,44
2024-04-21,partner-gateway,1.37,0.17,230,35
2024-04-21,rate-limiter,16.52,0.12,237,49
2024-04-21,edge-proxy,8.52,0.15,167,28
2024-04-21,reporting-api,14.44,0.21,91,34
2024-04-21,feature-flags,1.47,0.35,114,66
2024-04-21,cron-runner,9.7,0.2,199,35
2024-04-21,webhook-dispatch,7.07,0.15,241,42
2024-04-22,payments-api,18.51,0.15,156,42
2024-04-22,auth-svc,9.3,0.31,111,22
2024-04-22,search-indexer,2.98,0.1,88,26
2024-04-22,billing-worker,10.38,0.11,170,47
2024-04-22,notification-svc,6.74,0.15,106,44
2024-04-22,partner-gateway,1.41,0.21,217,31
2024-04-22,rate-limiter,17.82,0.16,191,46
2024-04-22,edge-proxy,8.47,0.33,182,59
2024-04-22,reporting-api,15.1,0.19,95,36
2024-04-22,feature-flags,1.59,0.11,126,42
2024-04-22,cron-runner,10.45,0.3,221,47
2024-04-22,webhook-dispatch,6.92,0.01,224,42
2024-04-23,payments-api,24.61,0.22,149,32
2024-04-23,auth-svc,12.2,0.38,131,75
2024-04-23,search-indexer,3.8,0.12,106,46
2024-04-23,billing-worker,12.29,0.16,145,54
2024-04-23,notification-svc,8.97,0.15,113,29
2024-04-23,partner-gateway,1.75,0.16,203,38
2024-04-23,rate-limiter,23.08,0.1,195,44
2024-04-23,edge-proxy,11.73,0.03,174,45
2024-04-23,reporting-api,19.41,0.13,88,35
2024-04-23,feature-flags,1.91,0.19,121,27
2024-04-23,cron-runner,12.56,0.24,238,33
2024-04-23,webhook-dispatch,8.71,0.15,251,41
2024-04-24,payments-api,28.71,0.15,173,43
2024-04-24,auth-svc,13.13,0.05,135,36
2024-04-24,search-indexer,4.34,0.23,85,42
2024-04-24,billing-worker,14.2,0.11,143,27
2024-04-24,notification-svc,10.92,0.1,115,22
2024-04-24,partner-gateway,2.03,0.01,220,20
2024-04-24,rate-limiter,28.91,0.28,232,46
2024-04-24,edge-proxy,13.46,0.25,172,39
2024-04-24,reporting-api,23.6,0.1,79,36
2024-04-24,feature-flags,2.51,0.16,123,30
2024-04-24,cron-runner,14.5,0.3,204,48
2024-04-24,webhook-dispatch,9.87,0.1,222,39
2024-04-25,payments-api,28.99,0.3,144,52
2024-04-25,auth-svc,15.53,0.18,136,27
2024-04-25,search-indexer,5.22,0.32,97,38
2024-04-25,billing-worker,15.84,0.22,180,55
2024-04-25,notification-svc,10.42,0.23,106,26
2024-04-25,partner-gateway,2.29,0.32,192,36
2024-04-25,rate-limiter,30.13,0.21,227,38
2024-04-25,edge-proxy,13.21,0.15,176,31
2024-04-25,reporting-api,24.1,0.25,95,39
2024-04-25,feature-flags,2.42,0.1,130,37
2024-04-25,cron-runner,15.26,0.19,232,45
2024-04-25,webhook-dispatch,10.61,0.27,235,38
2024-04-26,payments-api,28.78,0.11,140,35
2024-04-26,auth-svc,13.96,0.3,121,19
2024-04-26,search-indexer,3.97,0.12,105,41
2024-04-26,billing-worker,13.56,0.05,154,56
2024-04-26,notification-svc,8.92,0.17,115,34
2024-04-26,partner-gateway,1.81,0.19,193,37
2024-04-26,rate-limiter,26.87,0.21,196,44
2024-04-26,edge-proxy,11.83,0.08,148,31
2024-04-26,reporting-api,21.75,0.24,90,44
2024-04-26,feature-flags,2.19,0.18,119,41
2024-04-26,cron-runner,14.45,0.17,232,40
2024-04-26,webhook-dispatch,10.12,0.25,217,29
2024-04-27,payments-api,22.97,0.3,162,57
2024-04-27,auth-svc,10.82,0.09,112,32
2024-04-27,search-indexer,3.47,0.19,106,59
2024-04-27,billing-worker,10.89,0.19,146,33
2024-04-27,notification-svc,8.21,0.26,125,46
2024-04-27,partner-gateway,1.52,0.01,222,36
2024-04-27,rate-limiter,20.72,0.06,205,47
2024-04-27,edge-proxy,9.54,0.24,169,40
2024-04-27,reporting-api,16.45,0.14,92,36
2024-04-27,feature-flags,1.92,0.13,113,49
2024-04-27,cron-runner,11.04,0.13,215,42
2024-04-27,webhook-dispatch,7.78,0.33,215,36
2024-04-28,payments-api,19.06,0.2,153,44
2024-04-28,auth-svc,8.4,0.02,128,28
2024-04-28,search-indexer,3.17,0.23,95,40
2024-04-28,billing-worker,10.38,0.24,148,23
2024-04-28,notification-svc,6.67,0.29,111,40
2024-04-28,partner-gateway,1.3,0.27,217,29
2024-04-28,rate-limiter,15.97,0.27,213,12
2024-04-28,edge-proxy,8.06,0.21,167,16
2024-04-28,reporting-api,15.17,0.26,97,46
2024-04-28,feature-flags,1.42,0.16,135,59
2024-04-28,cron-runner,9.63,0.05,198,56
2024-04-28,webhook-dispatch,6.6,0.15,246,45
2024-04-29,payments-api,18.76,0.34,139,34
2024-04-29,auth-svc,10.32,0.23,115,40
2024-04-29,search-indexer,3.24,0.02,89,29
2024-04-29,billing-worker,9.53,0.25,143,47
2024-04-29,notification-svc,6.71,0.18,106,39
2024-04-29,partner-gateway,1.46,0.16,213,47
2024-04-29,rate-limiter,19.56,0.11,190,22
2024-04-29,edge-proxy,9.7,0.31,166,33
2024-04-29,reporting-api,15.24,0.19,88,47
2024-04-29,feature-flags,1.5,0.17,128,35
2024-04-29,cron-runner,9.73,0.22,205,33
2024-04-29,webhook-dispatch,6.71,0.23,208,38
2024-04-30,payments-api,25.3,0.14,140,58
2024-04-30,auth-svc,12.79,0.22,139,43
2024-04-30,search-indexer,3.77,0.16,94,35
2024-04-30,billing-worker,11.78,0.22,159,60
2024-04-30,notification-svc,7.96,0.16,103,50
2024-04-30,partner-gateway,1.66,0.14,208,29
2024-04-30,rate-limiter,22.64,0.23,211,40
2024-04-30,edge-proxy,11.08,0.2,147,47
2024-04-30,reporting-api,19.57,0.21,79,42
2024-04-30,feature-flags,2.1,0.13,126,50
2024-04-30,cron-runner,12.13,0.16,237,52
2024-04-30,webhook-dispatch,8.68,0.07,219,24
2024-05-01,payments-api,27.77,0.2,151,56
2024-05-01,auth-svc,14.88,0.3,134,45
2024-05-01,search-indexer,4.67,0.3,100,43
2024-05-01,billing-worker,16.44,0.18,162,36
2024-05-01,notification-svc,10.91,0.22,127,53
2024-05-01,partner-gateway,2.05,0.15,209,30
2024-05-01,rate-limiter,27.51,0.15,215,44
2024-05-01,edge-proxy,12.47,0.18,163,52
2024-05-01,reporting-api,22.39,0.27,97,50
2024-05-01,feature-flags,2.3,0.02,124,34
2024-05-01,cron-runner,14.91,0.34,215,39
2024-05-01,webhook-dispatch,9.98,0.29,219,14
2024-05-02,payments-api,28.54,0.11,170,46
2024-05-02,auth-svc,14.77,0.09,139,50
2024-05-02,search-indexer,5.16,0.1,98,17
2024-05-02,billing-worker,14.73,0.04,150,24
2024-05-02,notification-svc,10.47,0.14,111,55
2024-05-02,partner-gateway,2.16,0.21,201,26
2024-05-02,rate-limiter,29.02,0.17,201,51
2024-05-02,edge-proxy,13.99,0.33,179,31
2024-05-02,reporting-api,23.28,0.34,94,32
2024-05-02,feature-flags,2.45,0.11,130,46
2024-05-02,cron-runner,16.75,0.02,195,15
2024-05-02,webhook-dispatch,10.14,0.19,221,47
2024-05-03,payments-api,27.74,0.05,151,37
2024-05-03,auth-svc,13.72,0.31,113,54
2024-05-03,search-indexer,4.5,0.3,102,31
2024-05-03,billing-worker,13.44,0.21,145,42
2024-05-03,notification-svc,9.81,0.19,118,38
2024-05-03,partner-gateway,1.81,0.24,232,38
2024-05-03,rate-limiter,26.83,0.17,194,41
2024-05-03,edge-proxy,12.54,0.25,182,40
2024-05-03,reporting-api,21.55,0.16,83,35
2024-05-03,feature-flags,2.28,0.32,117,45
2024-05-03,cron-runner,15.38,0.26,246,30
2024-05-03,webhook-dispatch,9.62,0.09,246,50
2024-05-04,payments-api,21.73,0.1,147,46
2024-05-04,auth-svc,11.25,0.21,115,36
2024-05-04,search-indexer,3.47,0.39,105,24
2024-05-04,billing-worker,12.22,0.18,160,40
2024-05-04,notification-svc,7.98,0.19,107,28
2024-05-04,partner-gateway,1.62,0.14,199,31
2024-05-04,rate-limiter,18.87,0.26,238,17
2024-05-04,edge-proxy,10.11,0.1,180,15
2024-05-04,reporting-api,17.09,0.25,94,28
2024-05-04,feature-flags,1.85,0.06,125,34
2024-05-04,cron-runner,11.18,0.27,246,49
2024-05-04,webhook-dispatch,8.04,0.13,230,38
2024-05-05,payments-api,19.84,0.25,175,39
2024-05-05,auth-svc,8.93,0.2,127,54
2024-05-05,search-indexer,3.14,0.33,101,52
2024-05-05,billing-worker,9.92,0.14,160,45
2024-05-05,notification-svc,6.58,0.23,124,59
2024-05-05,partner-gateway,1.23,0.11,186,20
2024-05-05,rate-limiter,17.02,0.23,216,48
2024-05-05,edge-proxy,9.02,0.4,150,41
2024-05-05,reporting-api,14.95,0.2,87,37
2024-05-05,feature-flags,1.44,0.33,119,28
2024-05-05,cron-runner,10.41,0.13,233,41
2024-05-05,webhook-dispatch,6.7,0.05,225,23
2024-05-06,payments-api,18.8,0.18,177,26
2024-05-06,auth-svc,10.22,0.04,116,20
2024-05-06,search-indexer,3.22,0.21,89,31
2024-05-06,billing-worker,10.01,0.15,156,60
2024-05-06,notification-svc,7.27,0.25,109,48
2024-05-06,partner-gateway,1.38,0.19,198,45
2024-05-06,rate-limiter,19.64,0.1,206,37
2024-05-06,edge-proxy,9.1,0.08,154,39
2024-05-06,reporting-api,15.63,0.31,85,34
2024-05-06,feature-flags,1.58,0.31,120,28
2024-05-06,cron-runner,10.34,0.21,199,49
2024-05-06,webhook-dispatch,7.07,0.13,250,31
2024-05-07,payments-api,25.22,0.13,140,38
2024-05-07,auth-svc,12.88,0.18,113,40
2024-05-07,search-indexer,3.94,0.23,100,36
2024-05-07,billing-worker,12.16,0.05,150,24
2024-05-07,notification-svc,8.35,0.32,126,45
2024-05-07,partner-gateway,1.83,0.01,200,40
2024-05-07,rate-limiter,22.77,0.22,224,46
2024-05-07,edge-proxy,11.75,0.17,146,46
2024-05-07,reporting-api,19.9,0.13,82,30
2024-05-07,feature-flags,2.08,0.12,119,47
2024-05-07,cron-runner,13.64,0.11,243,46
2024-05-07,webhook-dispatch,8.24,0.18,221,49
2024-05-08,payments-api,30.88,0.03,169,22
2024-05-08,auth-svc,15.28,0.2,126,44
2024-05-08,search-indexer,4.42,0.26,97,35
2024-05-08,billing-worker,14.8,0.23,148,44
2024-05-08,notification-svc,10.87,0.11,120,36
2024-05-08,partner-gateway,2.04,0.19,195,32
2024-05-08,rate-limiter,25.35,0.01,208,49
2024-05-08,edge-proxy,12.89,0.01,176,28
2024-05-08,reporting-api,23.84,0.05,97,34
2024-05-08,feature-flags,2.51,0.09,117,34
2024-05-08,cron-runner,15.38,0.26,218,47
2024-05-08,webhook-dispatch,9.87,0.26,203,30
2024-05-09,payments-api,31.94,0.3,145,17
2024-05-09,auth-svc,14.4,0.09,122,26
2024-05-09,search-indexer,4.6,0.23,104,24
2024-05-09,billing-worker,15.54,0.26,170,59
2024-05-09,notification-svc,11.51,0.09,120,59
2024-05-09,partner-gateway,2.25,0.16,202,42
2024-05-09,rate-limiter,28.23,0.27,230,39
2024-05-09,edge-proxy,13.7,0.21,163,39
2024-05-09,reporting-api,24.07,0.21,94,23
2024-05-09,feature-flags,2.5,0.22,131,36
2024-05-09,cron-runner,16.33,0.15,223,40
2024-05-09,webhook-dispatch,10.96,0.14,243,32
2024-05-10,payments-api,28.34,0.3,157,58
2024-05-10,auth-svc,12.82,0.21,138,42
2024-05-10,search-indexer,4.51,0.35,104,33
2024-05-10,billing-worker,14.07,0.19,143,51
2024-05-10,notification-svc,10.39,0.14,120,30
2024-05-10,partner-gateway,2.09,0.34,211,48
2024-05-10,rate-limiter,27.05,0.36,218,59
2024-05-10,edge-proxy,11.92,0.06,178,31
2024-05-10,reporting-api,20.5,0.2,87,41
2024-05-10,feature-flags,2.16,0.14,126,19
2024-05-10,cron-runner,13.9,0.24,206,45
2024-05-10,webhook-dispatch,10.42,0.2,228,42
2024-05-11,payments-api,22.05,0.04,175,43
2024-05-11,auth-svc,10.3,0.23,111,33
2024-05-11,search-indexer,3.63,0.26,102,38
2024-05-11,billing-worker,11.65,0.11,178,30
2024-05-11,notification-svc,7.98,0.24,124,13
2024-05-11,partner-gateway,1.64,0.22,196,46
2024-05-11,rate-limiter,20.0,0.31,237,46
2024-05-11,edge-proxy,10.57,0.26,169,23
2024-05-11,reporting-api,18.02,0.33,99,23
2024-05-11,feature-flags,1.7,0.19,138,36
2024-05-11,cron-runner,12.15,0.26,219,35
2024-05-11,webhook-dispatch,7.45,0.15,200,29
2024-05-12,payments-api,17.88,0.32,176,41
2024-05-12,auth-svc,8.95,0.13,117,52
2024-05-12,search-indexer,2.86,0.09,95,42
2024-05-12,billing-worker,10.29,0.01,172,36
2024-05-12,notification-svc,6.71,0.09,124,28
2024-05-12,partner-gateway,1.24,0.16,228,41
2024-05-12,rate-limiter,18.59,0.23,237,56
2024-05-12,edge-proxy,8.26,0.08,150,45
2024-05-12,reporting-api,14.79,0.21,80,26
2024-05-12,feature-flags,1.56,0.24,123,31
2024-05-12,cron-runner,10.47,0.1,243,41
2024-05-12,webhook-dispatch,6.34,0.05,198,32
2024-05-13,payments-api,20.51,0.2,171,47
2024-05-13,auth-svc,10.08,0.08,139,42
2024-05-13,search-indexer,3.24,0.17,106,33
2024-05-13,billing-worker,10.97,0.31,152,33
2024-05-13,notification-svc,7.25,0.24,103,28
2024-05-13,partner-gateway,1.34,0.19,196,43
2024-05-13,rate-limiter,19.58,0.16,230,40
2024-05-13,edge-proxy,9.37,0.32,162,36
2024-05-13,reporting-api,15.55,0.11,88,28
2024-05-13,feature-flags,1.75,0.12,137,32
2024-05-13,cron-runner,10.66,0.29,207,33
2024-05-13,webhook-dispatch,6.98,0.39,218,53
2024-05-14,payments-api,25.05,0.23,168,16
2024-05-14,auth-svc,11.39,0.13,124,42
2024-05-14,search-indexer,4.01,0.21,90,49
2024-05-14,billing-worker,13.12,0.16,178,38
2024-05-14,notification-svc,8.78,0.09,120,35
2024-05-14,partner-gateway,1.72,0.14,205,47
2024-05-14,rate-limiter,23.05,0.25,210,43
2024-05-14,edge-proxy,10.8,0.35,180,38
2024-05-14,reporting-api,20.99,0.15,79,51
2024-05-14,feature-flags,2.17,0.19,118,39
2024-05-14,cron-runner,12.62,0.08,203,26
2024-05-14,webhook-dispatch,9.0,0.12,220,33
2024-05-15,payments-api,30.45,0.19,155,32
2024-05-15,auth-svc,13.67,0.33,131,33
2024-05-15,search-indexer,4.56,0.36,105,28
2024-05-15,billing-worker,14.82,0.25,144,24
2024-05-15,notification-svc,10.77,0.12,104,24
2024-05-15,partner-gateway,1.97,0.03,213,54
2024-05-15,rate-limiter,26.12,0.21,200,36
2024-05-15,edge-proxy,13.36,0.26,153,37
2024-05-15,reporting-api,22.0,0.12,96,42
2024-05-15,feature-flags,2.39,0.11,113,26
2024-05-15,cron-runner,15.4,0.09,211,48
2024-05-15,webhook-dispatch,10.46,0.09,237,31
2024-05-16,payments-api,31.59,0.17,164,59
2024-05-16,auth-svc,14.95,0.12,124,41
2024-05-16,search-indexer,4.74,0.11,97,21
2024-05-16,billing-worker,16.3,0.29,171,16
2024-05-16,notification-svc,11.62,0.15,116,37
2024-05-16,partner-gateway,2.34,0.2,224,41
2024-05-16,rate-limiter,27.33,0.15,219,44
2024-05-16,edge-proxy,14.53,0.23,147,37
2024-05-16,reporting-api,25.44,0.24,87,42
2024-05-16,feature-flags,2.47,0.33,122,41
2024-05-16,cron-runner,17.39,0.15,227,46
2024-05-16,webhook-dispatch,11.6,0.23,217,47
2024-05-17,payments-api,26.95,0.17,170,42
2024-05-17,auth-svc,13.66,0.08,130,28
2024-05-17,search-indexer,4.66,0.11,91,39
2024-05-17,billing-worker,13.87,0.22,172,26
2024-05-17,notification-svc,9.74,0.31,128,44
2024-05-17,partner-gateway,1.81,0.15,192,27
2024-05-17,rate-limiter,23.69,0.2,198,40
2024-05-17,edge-proxy,12.61,0.1,161,54
2024-05-17,reporting-api,22.97,0.22,79,30
