order_id,order_date,customer_segment,dc,lines,units,value_usd,promised_date,shipped_date,on_time
ORD-50550,2024-02-22,retail-chain,PDX-1,1,26,305,2024-02-25,2024-02-25,yes
ORD-50553,2024-02-22,ecommerce,CMH-1,8,96,3920,2024-02-28,2024-02-28,yes
ORD-50556,2024-02-22,ecommerce,CMH-1,8,88,854,2024-02-25,2024-02-25,yes
ORD-50559,2024-02-23,retail-chain,PDX-1,11,308,5375,2024-02-27,2024-03-03,no
ORD-50560,2024-02-23,b2b-direct,PDX-1,3,18,514,2024-02-26,2024-03-02,no
ORD-50561,2024-02-23,independent,RNO-1,8,272,7477,2024-02-28,2024-02-28,yes
ORD-50562,2024-02-23,b2b-direct,RNO-1,14,182,6251,2024-02-28,2024-02-28,yes
ORD-50564,2024-02-23,independent,RNO-1,10,170,6005,2024-02-27,2024-02-27,yes
ORD-50566,2024-02-23,retail-chain,PDX-1,14,308,16807,2024-02-26,2024-02-26,yes
ORD-50567,2024-02-24,retail-chain,RNO-1,11,209,2890,2024-02-28,2024-02-01,no
ORD-50568,2024-02-24,independent,RNO-1,7,119,1318,2024-02-27,2024-02-28,no
ORD-50570,2024-02-24,retail-chain,CMH-1,9,135,4171,2024-02-27,2024-03-03,no
ORD-50573,2024-02-24,independent,CMH-1,1,10,431,2024-02-27,2024-02-28,no
ORD-50576,2024-02-24,independent,PDX-1,3,54,574,2024-02-27,2024-02-01,no
ORD-50578,2024-02-24,b2b-direct,RNO-1,2,38,1293,2024-02-28,2024-02-28,yes
ORD-50579,2024-02-24,ecommerce,CMH-1,7,182,4431,2024-03-02,2024-03-02,yes
ORD-50582,2024-02-25,independent,CMH-1,4,124,2878,2024-02-01,2024-03-02,no
ORD-50585,2024-02-25,independent,CMH-1,10,60,926,2024-02-28,2024-03-02,no
ORD-50586,2024-02-25,b2b-direct,RNO-1,1,7,267,2024-02-28,2024-03-02,no
ORD-50588,2024-02-25,independent,CMH-1,6,78,2274,2024-02-28,2024-03-04,no
ORD-50589,2024-02-26,ecommerce,CMH-1,10,50,2657,2024-03-03,2024-03-03,yes
ORD-50591,2024-02-26,independent,PDX-1,7,161,2310,2024-02-01,2024-02-01,yes
ORD-50593,2024-02-26,retail-chain,CMH-1,14,322,5886,2024-03-04,2024-03-04,yes
ORD-50595,2024-02-26,ecommerce,PDX-1,4,84,3264,2024-03-03,2024-03-03,yes
ORD-50596,2024-02-26,independent,PDX-1,3,27,1009,2024-03-02,2024-03-06,no
ORD-50597,2024-02-26,retail-chain,PDX-1,7,119,1677,2024-03-04,2024-03-06,no
ORD-50599,2024-02-27,ecommerce,CMH-1,11,440,18202,2024-03-04,2024-03-08,no
ORD-50601,2024-02-27,retail-chain,CMH-1,7,77,3237,2024-03-02,2024-03-02,yes
ORD-50603,2024-02-27,independent,PDX-1,5,105,1233,2024-03-02,2024-03-02,yes
ORD-50605,2024-02-27,retail-chain,RNO-1,2,52,1372,2024-03-03,2024-03-04,no
ORD-50608,2024-02-27,ecommerce,PDX-1,7,210,3347,2024-03-03,2024-03-03,yes
ORD-50609,2024-02-27,ecommerce,RNO-1,4,136,6570,2024-03-04,2024-03-04,yes
ORD-50610,2024-02-27,ecommerce,RNO-1,9,360,5585,2024-03-02,2024-03-02,yes
ORD-50613,2024-02-28,ecommerce,RNO-1,8,104,4492,2024-03-04,2024-03-04,yes
ORD-50615,2024-02-28,b2b-direct,PDX-1,5,70,1681,2024-03-03,2024-03-05,no
ORD-50617,2024-02-28,independent,PDX-1,6,66,972,2024-03-06,2024-03-06,yes
ORD-50618,2024-02-28,independent,RNO-1,3,90,1394,2024-03-04,2024-03-06,no
ORD-50619,2024-02-28,independent,CMH-1,6,48,2630,2024-03-03,2024-03-04,no
ORD-50621,2024-02-28,retail-chain,CMH-1,3,108,2186,2024-03-03,2024-03-03,yes
ORD-50622,2024-02-28,b2b-direct,RNO-1,11,275,6244,2024-03-03,2024-03-04,no
ORD-50623,2024-02-28,ecommerce,CMH-1,14,518,23564,2024-03-03,2024-03-07,no
ORD-50624,2024-03-01,retail-chain,RNO-1,9,342,5188,2024-03-06,2024-03-06,yes
ORD-50627,2024-03-01,retail-chain,RNO-1,2,30,1048,2024-03-07,2024-03-09,no
ORD-50628,2024-03-01,ecommerce,RNO-1,7,91,4618,2024-03-04,2024-03-06,no
ORD-50631,2024-03-01,ecommerce,RNO-1,1,33,1197,2024-03-07,2024-03-07,yes
ORD-50633,2024-03-02,ecommerce,RNO-1,1,15,675,2024-03-07,2024-03-07,yes
ORD-50634,2024-03-02,independent,CMH-1,1,37,1277,2024-03-08,2024-03-08,yes
ORD-50637,2024-03-02,independent,CMH-1,5,15,799,2024-03-06,2024-03-06,yes
ORD-50640,2024-03-02,ecommerce,PDX-1,12,60,2787,2024-03-06,2024-03-06,yes
ORD-50641,2024-03-03,ecommerce,RNO-1,9,54,498,2024-03-07,2024-03-07,yes
ORD-50644,2024-03-03,ecommerce,PDX-1,5,30,568,2024-03-09,2024-03-09,yes
ORD-50647,2024-03-03,b2b-direct,PDX-1,9,180,8527,2024-03-06,2024-03-06,yes
ORD-50650,2024-03-03,b2b-direct,CMH-1,9,144,5587,2024-03-06,2024-03-10,no
ORD-50651,2024-03-03,retail-chain,CMH-1,2,22,539,2024-03-06,2024-03-06,yes
ORD-50652,2024-03-03,b2b-direct,RNO-1,2,32,515,2024-03-07,2024-03-07,yes
ORD-50653,2024-03-04,independent,CMH-1,11,253,10632,2024-03-08,2024-03-08,yes
ORD-50656,2024-03-04,independent,RNO-1,11,176,8182,2024-03-08,2024-03-08,yes
ORD-50658,2024-03-04,b2b-direct,RNO-1,8,264,6758,2024-03-10,2024-03-10,yes
ORD-50660,2024-03-04,retail-chain,CMH-1,9,315,7002,2024-03-08,2024-03-08,yes
ORD-50661,2024-03-05,independent,CMH-1,5,85,3229,2024-03-09,2024-03-10,no
ORD-50663,2024-03-05,independent,PDX-1,14,350,17310,2024-03-11,2024-03-12,no
ORD-50664,2024-03-05,independent,PDX-1,10,370,7804,2024-03-11,2024-03-11,yes
ORD-50666,2024-03-05,retail-chain,CMH-1,2,18,432,2024-03-08,2024-03-08,yes
ORD-50668,2024-03-06,retail-chain,RNO-1,13,481,22399,2024-03-09,2024-03-10,no
ORD-50670,2024-03-06,retail-chain,PDX-1,13,91,1249,2024-03-12,2024-03-12,yes
ORD-50672,2024-03-06,ecommerce,PDX-1,12,108,3026,2024-03-09,2024-03-10,no
ORD-50674,2024-03-06,b2b-direct,PDX-1,6,96,2649,2024-03-09,2024-03-09,yes
ORD-50675,2024-03-06,independent,CMH-1,13,221,7766,2024-03-10,2024-03-10,yes
ORD-50678,2024-03-06,ecommerce,PDX-1,3,27,429,2024-03-10,2024-03-11,no
ORD-50681,2024-03-06,independent,CMH-1,10,210,11156,2024-03-11,2024-03-12,no
ORD-50683,2024-03-06,independent,RNO-1,2,48,1416,2024-03-11,2024-03-11,yes
ORD-50686,2024-03-07,retail-chain,PDX-1,2,36,451,2024-03-11,2024-03-11,yes
ORD-50688,2024-03-07,independent,CMH-1,1,21,813,2024-03-12,2024-03-12,yes
ORD-50691,2024-03-07,retail-chain,RNO-1,14,532,5883,2024-03-10,2024-03-10,yes
ORD-50693,2024-03-07,independent,CMH-1,11,176,4595,2024-03-13,2024-03-13,yes
ORD-50694,2024-03-07,b2b-direct,RNO-1,5,110,3250,2024-03-11,2024-03-11,yes
ORD-50696,2024-03-07,independent,RNO-1,1,34,999,2024-03-11,2024-03-11,yes
ORD-50697,2024-03-07,independent,CMH-1,4,56,2246,2024-03-10,2024-03-14,no
ORD-50700,2024-03-07,b2b-direct,RNO-1,1,8,426,2024-03-12,2024-03-12,yes
ORD-50702,2024-03-08,independent,RNO-1,7,21,331,2024-03-12,2024-03-12,yes
ORD-50705,2024-03-08,retail-chain,RNO-1,11,231,8868,2024-03-12,2024-03-12,yes
ORD-50706,2024-03-08,b2b-direct,CMH-1,9,315,14003,2024-03-11,2024-03-11,yes
ORD-50707,2024-03-08,ecommerce,RNO-1,7,56,629,2024-03-13,2024-03-13,yes
ORD-50710,2024-03-08,retail-chain,RNO-1,6,210,6631,2024-03-14,2024-03-15,no
ORD-50713,2024-03-08,independent,RNO-1,1,28,554,2024-03-12,2024-03-12,yes
ORD-50714,2024-03-08,ecommerce,CMH-1,4,108,5717,2024-03-13,2024-03-17,no
ORD-50716,2024-03-09,independent,RNO-1,9,162,2904,2024-03-13,2024-03-15,no
ORD-50719,2024-03-09,b2b-direct,PDX-1,12,72,3570,2024-03-12,2024-03-12,yes
ORD-50720,2024-03-09,b2b-direct,PDX-1,7,175,7115,2024-03-12,2024-03-12,yes
ORD-50721,2024-03-09,b2b-direct,CMH-1,13,143,3883,2024-03-13,2024-03-13,yes
ORD-50723,2024-03-09,independent,PDX-1,12,420,16518,2024-03-12,2024-03-16,no
ORD-50725,2024-03-10,retail-chain,CMH-1,13,273,12955,2024-03-13,2024-03-13,yes
ORD-50728,2024-03-10,retail-chain,PDX-1,6,18,232,2024-03-16,2024-03-20,no
ORD-50731,2024-03-10,retail-chain,RNO-1,14,420,9306,2024-03-13,2024-03-15,no
ORD-50734,2024-03-10,ecommerce,RNO-1,6,48,1409,2024-03-14,2024-03-15,no
ORD-50735,2024-03-10,independent,RNO-1,11,44,667,2024-03-13,2024-03-15,no
ORD-50737,2024-03-10,independent,RNO-1,13,91,4318,2024-03-15,2024-03-17,no
ORD-50740,2024-03-11,b2b-direct,PDX-1,10,40,1471,2024-03-15,2024-03-16,no
ORD-50742,2024-03-11,ecommerce,RNO-1,13,286,8619,2024-03-16,2024-03-18,no
ORD-50745,2024-03-11,ecommerce,PDX-1,7,259,9280,2024-03-15,2024-03-15,yes
ORD-50746,2024-03-11,independent,RNO-1,3,27,1138,2024-03-15,2024-03-15,yes
ORD-50748,2024-03-11,ecommerce,PDX-1,8,152,3549,2024-03-15,2024-03-16,no
ORD-50749,2024-03-12,retail-chain,RNO-1,6,12,285,2024-03-15,2024-03-17,no
ORD-50751,2024-03-12,b2b-direct,CMH-1,9,360,18952,2024-03-18,2024-03-18,yes
ORD-50752,2024-03-12,b2b-direct,RNO-1,7,259,6496,2024-03-16,2024-03-16,yes
ORD-50754,2024-03-12,independent,PDX-1,8,304,14561,2024-03-18,2024-03-18,yes
ORD-50755,2024-03-12,ecommerce,CMH-1,8,16,700,2024-03-15,2024-03-17,no
ORD-50757,2024-03-12,b2b-direct,PDX-1,4,92,2877,2024-03-17,2024-03-17,yes
ORD-50758,2024-03-13,b2b-direct,CMH-1,12,132,2204,2024-03-17,2024-03-18,no
ORD-50760,2024-03-13,ecommerce,RNO-1,10,160,8251,2024-03-17,2024-03-19,no
ORD-50763,2024-03-13,retail-chain,CMH-1,7,266,10287,2024-03-17,2024-03-17,yes
ORD-50765,2024-03-13,independent,PDX-1,5,125,1234,2024-03-17,2024-03-17,yes
ORD-50767,2024-03-14,retail-chain,CMH-1,14,224,3971,2024-03-19,2024-03-20,no
ORD-50768,2024-03-14,b2b-direct,PDX-1,7,161,3635,2024-03-17,2024-03-17,yes
ORD-50769,2024-03-14,independent,RNO-1,8,64,2192,2024-03-18,2024-03-18,yes
ORD-50770,2024-03-14,b2b-direct,CMH-1,3,18,187,2024-03-19,2024-03-19,yes
ORD-50771,2024-03-14,ecommerce,CMH-1,12,348,7410,2024-03-18,2024-03-18,yes
ORD-50774,2024-03-14,b2b-direct,PDX-1,6,174,1953,2024-03-17,2024-03-17,yes
ORD-50776,2024-03-14,ecommerce,PDX-1,2,26,567,2024-03-20,2024-03-20,yes
ORD-50777,2024-03-14,retail-chain,PDX-1,4,84,785,2024-03-18,2024-03-18,yes
ORD-50778,2024-03-15,ecommerce,PDX-1,9,189,5190,2024-03-20,2024-03-20,yes
ORD-50780,2024-03-15,b2b-direct,RNO-1,5,130,1937,2024-03-18,2024-03-18,yes
ORD-50781,2024-03-15,independent,CMH-1,8,48,780,2024-03-18,2024-03-18,yes
ORD-50784,2024-03-15,independent,CMH-1,12,264,3864,2024-03-19,2024-03-19,yes
ORD-50787,2024-03-15,independent,PDX-1,11,396,7659,2024-03-18,2024-03-20,no
ORD-50788,2024-03-15,retail-chain,PDX-1,5,75,3486,2024-03-18,2024-03-18,yes
ORD-50791,2024-03-16,ecommerce,CMH-1,6,126,1551,2024-03-22,2024-03-22,yes
ORD-50793,2024-03-16,independent,PDX-1,2,28,670,2024-03-22,2024-03-22,yes
ORD-50794,2024-03-16,independent,RNO-1,9,36,648,2024-03-22,2024-03-22,yes
ORD-50796,2024-03-16,ecommerce,RNO-1,8,272,9627,2024-03-22,2024-03-22,yes
ORD-50797,2024-03-17,ecommerce,PDX-1,3,75,844,2024-03-21,2024-03-23,no
ORD-50799,2024-03-17,ecommerce,PDX-1,11,363,13849,2024-03-21,2024-03-21,yes
ORD-50800,2024-03-17,retail-chain,PDX-1,8,152,3373,2024-03-20,2024-03-22,no
ORD-50803,2024-03-17,independent,PDX-1,14,434,4173,2024-03-21,2024-03-21,yes
ORD-50805,2024-03-17,retail-chain,PDX-1,9,216,4964,2024-03-21,2024-03-21,yes
ORD-50808,2024-03-17,ecommerce,CMH-1,11,55,1925,2024-03-21,2024-03-23,no
ORD-50809,2024-03-17,independent,CMH-1,5,185,7636,2024-03-21,2024-03-21,yes
ORD-50812,2024-03-17,independent,PDX-1,4,40,884,2024-03-22,2024-03-23,no
ORD-50813,2024-03-18,b2b-direct,CMH-1,7,203,9024,2024-03-22,2024-03-26,no
ORD-50814,2024-03-18,ecommerce,CMH-1,9,261,11766,2024-03-24,2024-03-25,no
ORD-50817,2024-03-18,independent,PDX-1,9,288,9763,2024-03-23,2024-03-24,no
ORD-50818,2024-03-18,ecommerce,CMH-1,4,56,1671,2024-03-22,2024-03-24,no
ORD-50820,2024-03-19,independent,RNO-1,3,60,2769,2024-03-22,2024-03-22,yes
ORD-50821,2024-03-19,ecommerce,CMH-1,9,18,703,2024-03-22,2024-03-23,no
ORD-50822,2024-03-19,independent,PDX-1,7,119,4426,2024-03-24,2024-03-24,yes
ORD-50824,2024-03-19,ecommerce,RNO-1,7,182,5759,2024-03-23,2024-03-23,yes
ORD-50825,2024-03-20,ecommerce,RNO-1,4,36,1845,2024-03-24,2024-03-24,yes
ORD-50826,2024-03-20,b2b-direct,PDX-1,11,253,7162,2024-03-26,2024-03-26,yes
ORD-50827,2024-03-20,independent,PDX-1,10,190,3422,2024-03-23,2024-03-23,yes
ORD-50829,2024-03-21,retail-chain,CMH-1,9,216,6319,2024-03-24,2024-03-28,no
ORD-50831,2024-03-21,independent,CMH-1,7,203,6248,2024-03-27,2024-04-03,no
ORD-50832,2024-03-21,independent,RNO-1,5,200,6398,2024-03-25,2024-03-25,yes
ORD-50833,2024-03-21,b2b-direct,RNO-1,6,102,2811,2024-03-26,2024-03-26,yes
ORD-50835,2024-03-21,independent,PDX-1,10,100,5144,2024-03-27,2024-04-03,no
ORD-50837,2024-03-21,independent,CMH-1,1,29,1179,2024-03-26,2024-03-26,yes
ORD-50840,2024-03-22,ecommerce,RNO-1,7,238,11679,2024-03-26,2024-03-28,no
ORD-50842,2024-03-22,independent,RNO-1,4,108,4516,2024-03-25,2024-03-25,yes
ORD-50845,2024-03-22,b2b-direct,PDX-1,4,44,680,2024-03-26,2024-03-28,no
ORD-50848,2024-03-22,independent,RNO-1,9,180,4615,2024-03-27,2024-03-28,no
ORD-50850,2024-03-22,retail-chain,CMH-1,4,128,4420,2024-03-26,2024-04-02,no
ORD-50851,2024-03-23,b2b-direct,PDX-1,3,18,933,2024-03-26,2024-03-26,yes
ORD-50852,2024-03-23,independent,RNO-1,4,60,1084,2024-03-26,2024-03-26,yes
ORD-50853,2024-03-23,retail-chain,CMH-1,5,100,1836,2024-03-01,2024-03-01,yes
ORD-50856,2024-03-23,ecommerce,CMH-1,4,116,4725,2024-03-26,2024-03-27,no
ORD-50857,2024-03-23,ecommerce,PDX-1,12,144,2502,2024-03-27,2024-03-27,yes
ORD-50860,2024-03-23,b2b-direct,PDX-1,6,30,780,2024-03-27,2024-03-28,no
ORD-50861,2024-03-24,independent,CMH-1,9,99,3414,2024-04-02,2024-04-06,no
ORD-50862,2024-03-24,retail-chain,PDX-1,13,221,2600,2024-03-27,2024-03-27,yes
ORD-50864,2024-03-24,independent,PDX-1,2,20,954,2024-04-02,2024-04-02,yes
ORD-50865,2024-03-24,independent,CMH-1,1,2,42,2024-03-01,2024-03-01,yes
ORD-50868,2024-03-25,ecommerce,CMH-1,11,352,15465,2024-03-28,2024-04-04,no
ORD-50869,2024-03-25,b2b-direct,CMH-1,5,35,447,2024-03-01,2024-04-05,no
ORD-50871,2024-03-25,b2b-direct,PDX-1,11,385,19806,2024-03-28,2024-03-28,yes
ORD-50874,2024-03-25,retail-chain,CMH-1,3,33,1375,2024-03-01,2024-03-01,yes
ORD-50876,2024-03-25,b2b-direct,CMH-1,9,108,2715,2024-03-01,2024-03-01,yes
ORD-50878,2024-03-25,ecommerce,PDX-1,4,84,2990,2024-03-28,2024-04-02,no
ORD-50881,2024-03-25,independent,RNO-1,8,256,11373,2024-03-28,2024-03-28,yes
ORD-50884,2024-03-26,independent,CMH-1,4,124,3350,2024-03-01,2024-04-02,no
ORD-50887,2024-03-26,independent,CMH-1,14,364,10948,2024-04-03,2024-04-04,no
ORD-50890,2024-03-26,b2b-direct,PDX-1,6,114,5837,2024-03-01,2024-03-01,yes
ORD-50892,2024-03-26,b2b-direct,CMH-1,9,288,14469,2024-03-01,2024-03-01,yes
ORD-50895,2024-03-27,b2b-direct,CMH-1,7,119,2962,2024-04-05,2024-04-05,yes
ORD-50898,2024-03-27,b2b-direct,PDX-1,8,248,9950,2024-04-02,2024-04-06,no
ORD-50901,2024-03-27,retail-chain,PDX-1,5,85,4413,2024-04-05,2024-04-05,yes
ORD-50902,2024-03-27,b2b-direct,CMH-1,6,216,11137,2024-04-04,2024-04-04,yes
ORD-50905,2024-03-27,b2b-direct,RNO-1,14,28,1151,2024-04-03,2024-04-03,yes
ORD-50907,2024-03-27,ecommerce,RNO-1,10,210,6255,2024-04-04,2024-04-04,yes
ORD-50908,2024-03-27,b2b-direct,CMH-1,9,351,12645,2024-04-04,2024-04-04,yes
ORD-50910,2024-03-28,independent,CMH-1,1,21,213,2024-04-06,2024-04-10,no
ORD-50911,2024-03-28,ecommerce,RNO-1,10,140,1588,2024-04-05,2024-04-05,yes
ORD-50912,2024-03-28,ecommerce,CMH-1,9,342,10755,2024-04-03,2024-04-03,yes
ORD-50914,2024-03-28,retail-chain,PDX-1,2,10,523,2024-04-03,2024-04-03,yes
ORD-50916,2024-03-28,retail-chain,RNO-1,7,168,8799,2024-04-04,2024-04-04,yes
ORD-50917,2024-03-28,ecommerce,PDX-1,5,100,1926,2024-04-03,2024-04-03,yes
ORD-50920,2024-03-29,b2b-direct,PDX-1,5,65,1010,2024-04-07,2024-04-07,yes
ORD-50921,2024-03-29,b2b-direct,CMH-1,10,100,4527,2024-04-06,2024-04-07,no
ORD-50923,2024-03-29,retail-chain,CMH-1,1,31,940,2024-04-04,2024-04-05,no
ORD-50924,2024-03-29,b2b-direct,RNO-1,14,56,650,2024-04-06,2024-04-06,yes
ORD-50927,2024-03-29,b2b-direct,RNO-1,2,52,2236,2024-04-07,2024-04-07,yes
ORD-50928,2024-03-30,b2b-direct,RNO-1,1,38,1352,2024-04-06,2024-04-06,yes
ORD-50930,2024-03-30,independent,RNO-1,6,72,1015,2024-04-07,2024-04-07,yes
ORD-50931,2024-03-30,retail-chain,CMH-1,4,96,884,2024-04-05,2024-04-05,yes
ORD-50932,2024-03-31,b2b-direct,RNO-1,6,216,6797,2024-04-06,2024-04-06,yes
ORD-50933,2024-03-31,retail-chain,CMH-1,8,72,3826,2024-04-09,2024-04-11,no
ORD-50935,2024-03-31,ecommerce,PDX-1,13,520,18760,2024-04-06,2024-04-08,no
ORD-50937,2024-03-31,ecommerce,RNO-1,3,54,982,2024-04-07,2024-04-09,no
ORD-50939,2024-03-31,ecommerce,RNO-1,5,60,1461,2024-04-07,2024-04-11,no
ORD-50941,2024-03-31,b2b-direct,PDX-1,13,26,885,2024-04-08,2024-04-09,no
ORD-50944,2024-03-31,independent,CMH-1,5,200,4595,2024-04-08,2024-04-08,yes
ORD-50946,2024-03-31,ecommerce,PDX-1,1,10,522,2024-04-06,2024-04-06,yes
ORD-50947,2024-04-01,independent,RNO-1,12,288,12042,2024-04-05,2024-04-05,yes
ORD-50949,2024-04-01,independent,CMH-1,6,210,4967,2024-04-04,2024-04-04,yes
ORD-50951,2024-04-01,independent,PDX-1,4,16,494,2024-04-04,2024-04-04,yes
ORD-50952,2024-04-01,independent,CMH-1,13,117,2672,2024-04-04,2024-04-04,yes
ORD-50953,2024-04-01,ecommerce,PDX-1,6,108,4040,2024-04-06,2024-04-06,yes
ORD-50956,2024-04-01,retail-chain,RNO-1,10,360,5008,2024-04-04,2024-04-06,no
ORD-50959,2024-04-01,retail-chain,RNO-1,14,224,7679,2024-04-07,2024-04-11,no
ORD-50960,2024-04-02,independent,CMH-1,3,21,499,2024-04-05,2024-04-06,no
ORD-50962,2024-04-02,b2b-direct,PDX-1,13,364,8194,2024-04-08,2024-04-08,yes
ORD-50965,2024-04-02,ecommerce,CMH-1,1,7,320,2024-04-08,2024-04-10,no
ORD-50968,2024-04-03,retail-chain,CMH-1,7,259,6508,2024-04-09,2024-04-09,yes
ORD-50969,2024-04-03,ecommerce,CMH-1,11,187,4037,2024-04-07,2024-04-07,yes
ORD-50971,2024-04-03,ecommerce,PDX-1,14,112,2847,2024-04-06,2024-04-06,yes
ORD-50974,2024-04-03,b2b-direct,RNO-1,14,238,10459,2024-04-07,2024-04-11,no
ORD-50977,2024-04-03,independent,PDX-1,13,247,3510,2024-04-06,2024-04-06,yes
ORD-50980,2024-04-03,independent,CMH-1,5,160,3687,2024-04-09,2024-04-09,yes
ORD-50981,2024-04-03,b2b-direct,RNO-1,6,138,4868,2024-04-08,2024-04-08,yes
ORD-50982,2024-04-04,b2b-direct,RNO-1,14,210,6217,2024-04-09,2024-04-13,no
ORD-50985,2024-04-04,b2b-direct,PDX-1,10,360,6763,2024-04-09,2024-04-13,no
ORD-50986,2024-04-04,independent,RNO-1,4,104,1104,2024-04-09,2024-04-10,no
ORD-50988,2024-04-04,independent,RNO-1,8,104,4930,2024-04-08,2024-04-09,no
ORD-50991,2024-04-04,ecommerce,RNO-1,10,220,9103,2024-04-07,2024-04-07,yes
ORD-50993,2024-04-04,retail-chain,CMH-1,10,70,1767,2024-04-08,2024-04-08,yes
ORD-50996,2024-04-04,retail-chain,PDX-1,7,196,3275,2024-04-07,2024-04-07,yes
ORD-50998,2024-04-04,b2b-direct,RNO-1,13,52,2155,2024-04-08,2024-04-08,yes
ORD-50999,2024-04-05,ecommerce,RNO-1,4,68,2959,2024-04-10,2024-04-10,yes
ORD-51002,2024-04-05,b2b-direct,RNO-1,12,444,16886,2024-04-08,2024-04-12,no
ORD-51005,2024-04-05,independent,CMH-1,4,92,2961,2024-04-09,2024-04-09,yes
ORD-51006,2024-04-05,ecommerce,PDX-1,9,342,15578,2024-04-10,2024-04-10,yes
ORD-51008,2024-04-05,retail-chain,PDX-1,7,161,1677,2024-04-08,2024-04-08,yes
ORD-51009,2024-04-05,independent,RNO-1,7,77,2351,2024-04-08,2024-04-09,no
ORD-51011,2024-04-05,b2b-direct,CMH-1,10,350,19129,2024-04-08,2024-04-08,yes
ORD-51012,2024-04-05,b2b-direct,RNO-1,6,216,6137,2024-04-08,2024-04-08,yes
ORD-51015,2024-04-06,b2b-direct,RNO-1,10,150,2809,2024-04-10,2024-04-10,yes
ORD-51018,2024-04-06,independent,PDX-1,6,12,557,2024-04-10,2024-04-11,no
ORD-51020,2024-04-06,ecommerce,PDX-1,1,24,985,2024-04-10,2024-04-10,yes
ORD-51022,2024-04-06,independent,PDX-1,11,352,12187,2024-04-09,2024-04-09,yes
ORD-51024,2024-04-06,independent,PDX-1,13,351,15655,2024-04-12,2024-04-12,yes
ORD-51025,2024-04-06,retail-chain,PDX-1,12,252,3907,2024-04-11,2024-04-12,no
ORD-51026,2024-04-06,ecommerce,RNO-1,8,272,9652,2024-04-10,2024-04-14,no
ORD-51029,2024-04-06,ecommerce,PDX-1,2,18,713,2024-04-09,2024-04-10,no
ORD-51031,2024-04-07,b2b-direct,CMH-1,3,51,1962,2024-04-13,2024-04-13,yes
ORD-51033,2024-04-07,independent,PDX-1,8,200,9585,2024-04-11,2024-04-11,yes
ORD-51035,2024-04-07,b2b-direct,PDX-1,13,351,8678,2024-04-11,2024-04-11,yes
ORD-51038,2024-04-07,b2b-direct,CMH-1,13,260,7895,2024-04-12,2024-04-12,yes
ORD-51040,2024-04-08,retail-chain,PDX-1,6,48,580,2024-04-11,2024-04-11,yes
ORD-51043,2024-04-08,b2b-direct,RNO-1,12,72,1311,2024-04-12,2024-04-13,no
ORD-51044,2024-04-08,b2b-direct,PDX-1,11,297,4978,2024-04-11,2024-04-11,yes
ORD-51047,2024-04-08,independent,RNO-1,14,70,1668,2024-04-11,2024-04-13,no
ORD-51049,2024-04-08,independent,RNO-1,2,52,2605,2024-04-12,2024-04-12,yes
ORD-51050,2024-04-08,ecommerce,RNO-1,10,390,9457,2024-04-14,2024-04-18,no
ORD-51051,2024-04-08,independent,RNO-1,8,40,2117,2024-04-12,2024-04-12,yes
ORD-51054,2024-04-08,independent,RNO-1,5,95,2786,2024-04-12,2024-04-14,no
ORD-51056,2024-04-09,b2b-direct,CMH-1,14,28,352,2024-04-13,2024-04-13,yes
ORD-51057,2024-04-09,independent,CMH-1,8,88,3246,2024-04-13,2024-04-13,yes
ORD-51060,2024-04-09,independent,PDX-1,3,120,3465,2024-04-15,2024-04-16,no
ORD-51062,2024-04-09,independent,PDX-1,14,168,7609,2024-04-13,2024-04-17,no
ORD-51063,2024-04-09,ecommerce,PDX-1,11,264,8312,2024-04-13,2024-04-13,yes
ORD-51065,2024-04-09,independent,PDX-1,5,150,7458,2024-04-12,2024-04-16,no
ORD-51067,2024-04-09,independent,CMH-1,2,8,276,2024-04-15,2024-04-15,yes
ORD-51068,2024-04-10,b2b-direct,CMH-1,4,24,1230,2024-04-16,2024-04-16,yes
ORD-51070,2024-04-10,independent,RNO-1,14,392,5421,2024-04-13,2024-04-17,no
ORD-51073,2024-04-10,retail-chain,RNO-1,11,429,7492,2024-04-13,2024-04-13,yes
ORD-51075,2024-04-10,retail-chain,CMH-1,10,140,5482,2024-04-14,2024-04-16,no
ORD-51076,2024-04-10,b2b-direct,RNO-1,8,192,5556,2024-04-15,2024-04-15,yes
ORD-51077,2024-04-10,independent,PDX-1,11,440,23050,2024-04-14,2024-04-15,no
ORD-51079,2024-04-10,ecommerce,PDX-1,10,360,15840,2024-04-14,2024-04-14,yes
ORD-51081,2024-04-11,b2b-direct,RNO-1,10,270,5886,2024-04-14,2024-04-14,yes
ORD-51084,2024-04-11,b2b-direct,CMH-1,11,198,10071,2024-04-15,2024-04-15,yes
ORD-51086,2024-04-11,independent,RNO-1,2,58,799,2024-04-16,2024-04-17,no
ORD-51089,2024-04-11,retail-chain,RNO-1,4,32,948,2024-04-14,2024-04-14,yes
ORD-51092,2024-04-12,ecommerce,RNO-1,3,69,3615,2024-04-17,2024-04-17,yes
ORD-51095,2024-04-12,ecommerce,CMH-1,4,104,3065,2024-04-18,2024-04-20,no
ORD-51098,2024-04-12,ecommerce,PDX-1,12,384,3955,2024-04-17,2024-04-17,yes
ORD-51099,2024-04-12,retail-chain,PDX-1,13,117,2606,2024-04-15,2024-04-17,no
ORD-51102,2024-04-13,retail-chain,PDX-1,13,377,6149,2024-04-16,2024-04-16,yes
